,openscore,name,platform,year
1653,65,DragoDino,"XB1, PC, Switch",2017
1654,65,One Strike,"PC, Switch",2017
1655,65,Diluvion,PC,2017
1656,65,Urban Empire,PC,2017
1657,65,Baja: Edge of Control HD,"XB1, PC, PS4",2017
1658,65,Super Bomberman R,"Switch, PS4, XB1, PC",2017
1659,65,The Coma: Recut,"PS4, XB1, PC",2017
1660,64,Monster of the Deep: Final Fantasy XV,PSVR,2017
1661,64,Raiders of the Broken Planet,"PS4, XB1, PC",2017
1662,64,FlatOut 4: Total Insanity,"PS4, XB1, PC",2017
1663,64,Neonwall,"PC, Switch",2017
1664,64,Strafe,"PS4, PC",2017
1665,64,Fallen Legion: Sins Of An Empire,PS4,2017
1666,64,The Incredible Adventures of Van Helsing: Extended Edition,PS4,2017
1667,64,Korix,PSVR,2017
1668,64,Kid Tripp,"3DS, Switch",2017
1669,64,Tyranny: Bastard’s Wound,PC,2017
1670,64,Spelunker Party!,"Switch, PC",2017
1671,64,Mortal Blitz,PSVR,2017
1672,64,NEKOPARA Vol. 3,PC,2017
1673,64,Bannerman,PC,2017
1674,64,Never Stop Sneakin',Switch,2017
1675,64,Shikhondo - Soul Eater,"PS4, XB1, PC, Switch",2017
1676,64,The Low Road,PC,2017
1677,64,The Long Journey Home,"PS4, XB1, PC",2017
1678,64,Brawlout,"Switch, PS4, XB1",2017
1679,64,BAFL - Brakes Are For Losers,"PC, Switch",2017
1680,63,Dystoria,PC,2017
1681,63,Solstice Chronicles: MIA,PC,2017
1682,63,Danger Zone,"PS4, XB1, PC",2017
1683,63,2Dark,"PS4, XB1, PC",2017
1684,63,I Am The Hero,PC,2017
1685,63,Switch - or die trying,PC,2017
1686,63,Runbow Pocket,3DS,2017
1687,63,Call of Duty: Infinite Warfare - Retribution,"PC, PS4, XB1",2017
1688,63,The Walking Vegetables,PC,2017
1689,63,Crusader Kings II: Jade Dragon,PC,2017
1690,63,Your Toy,XB1,2017
1691,63,Sphinx and the Cursed Mummy,PC,2017
1692,63,Yōdanji,"Switch, PC",2017
1693,63,Planet of the Apes: Last Frontier,PS4,2017
1694,63,Final Fantasy XV: Episode Gladiolus,"PS4, XB1",2017
1695,63,Redeemer,PC,2017
1696,63,Atomine,PC,2017
1697,63,Carcassonne - Tiles & Tactics,PC,2017
1698,63,Dynasty Feud,PC,2017
1699,63,Minecraft: New Nintendo 3DS Edition,3DS,2017
1700,63,Skylar and Plux: Adventure On Clover Island,"PS4, XB1, PC",2017
1701,63,Echoes of the Fey: The Fox’s Trail,"PC, PS4",2017
1702,63,Oh My Godheads,"PS4, XB1, PC",2017
1703,63,Ninja Shodown,"Switch, PC, PS4",2017
1704,63,Has Been Heroes,"Switch, PS4, XB1, PC",2017
1705,63,Lifespeed,3DS,2017
1706,63,Dawn of Andromeda,PC,2017
1707,63,Jettomero: Hero of the Universe,"XB1, PC",2017
1708,63,GUTS,PC,2017
1709,62,Mainlining,PC,2017
1710,62,Haunted Dungeons: Hyakki Castle,"PS4, PC, Switch",2017
1711,62,Turok 2: Seeds of Evil (2017 Release),PC,2017
1712,62,Suicide Guy,"PS4, PC",2017
1713,62,Symphony of the Machine,"Oculus, Vive, PSVR",2017
1714,62,Pro Cycling Manager - Tour de France 2017,"PS4, XB1, PC",2017
1715,62,Skeleton Boomerang,PC,2017
1716,62,Operation Babel: New Tokyo Legacy,"PC, Vita",2017
1717,62,Phoning Home,PC,2017
1718,62,NASCAR Heat 2,"PC, PS4, XB1",2017
1719,62,RiME - Nintendo Switch Edition,Switch,2017
1720,62,Fallen Legion: Flames of Rebellion,Vita,2017
1721,62,Night Trap: 25th Anniversary Edition,"PC, PS4",2017
1722,62,TorqueL -Physics Modified Edition-,"XB1, PC, Switch",2017
1723,62,Luna,"PS4, XB1, PC",2017
1724,62,Phantom Trigger,"Switch, PC",2017
1725,62,Overgrowth,PC,2017
1726,62,Tank Troopers,3DS,2017
1727,61,ELEX,"PS4, XB1, PC",2017
1728,61,Quarantine,PC,2017
1729,61,Lightfield,"PS4, XB1",2017
1730,61,Crossout,"PS4, XB1, PC",2017
1731,61,Little Nightmares - The Depths,"PS4, XB1, PC",2017
1732,61,Beat The Game,PC,2017
1733,61,Friday the 13th: The Game,"PS4, XB1, PC",2017
1734,61,Deformers,"PS4, XB1, PC",2017
1735,61,Hunting Simulator,"PS4, XB1, PC",2017
1736,61,Reaching For Petals,PC,2017
1737,61,Think of the Children!,PC,2017
1738,61,Leaving Lyndow,"PS4, PC",2017
1739,61,Cooking Mama: Sweet Shop,3DS,2017
1740,61,Mario Sports Superstars,3DS,2017
1741,61,Unexplored,"PC, Switch",2017
1742,61,Last Stitch Goodnight,"PS4, PC",2017
1743,61,Damascus Gear: Operation Tokyo HD,PS4,2017
1744,61,SingStar: Celebration,PS4,2017
1745,61,Ark: Survival Evolved,"PS4, XB1, PC",2017
1746,60,Nightmare Boy,"XB1, PC, PS4",2017
1747,60,Parappa The Rapper Remastered,PS4,2017
1748,60,Phantom Dust,"XB1, PC",2017
1749,60,Need for Speed Payback,"PS4, XB1, PC",2017
1750,60,ACA NEOGEO ALPHA MISSION II,"PS4, Switch",2017
1751,60,Monster Monpiece (Steam Edition),PC,2017
1752,60,The Wardrobe,PC,2017
1753,60,Plague Road,"PS4, PC, Vita",2017
1754,60,Levels+ : Addictive Puzzle Game,Switch,2017
1755,60,Auto Age: Standoff,PC,2017
1756,60,Light Apprentice,PC,2017
1757,60,Final Fantasy XV: Comrades,XB1,2017
1758,60,Rogue Trooper Redux,"XB1, Switch, PC, PS4",2017
1759,60,Ancient Amuletor,PSVR,2017
1760,60,The Caligula Effect,Vita,2017
1761,60,Lock's Quest Remastered,"PS4, XB1, PC",2017
1762,60,Surf World Series,"XB1, PC",2017
1763,60,Deadbeat Heroes,"XB1, PC",2017
1764,59,Dr Kawashima’s Devilish Brain Training,3DS,2017
1765,59,Mario Party: The Top 100,3DS,2017
1766,59,911 Operator,"XB1, PC",2017
1767,59,Astro Duel Deluxe,Switch,2017
1768,59,Original Journey,PC,2017
1769,59,Perception,"PS4, XB1, PC",2017
1770,58,Dark Rose Valkyrie,PS4,2017
1771,58,NEKO-NIN exHeart,PC,2017
1772,58,Dragon Sinker,"PS4, 3DS, Vita",2017
1773,58,Avenger Bird,"PC, Switch",2017
1774,58,Memoranda,PC,2017
1775,58,Old Time Hockey,"PS4, XB1, PC",2017
1776,58,Xenon Valkyrie+,Vita,2017
1777,58,All the Delicate Duplicates,PC,2017
1778,58,TARTARUS,PC,2017
1779,58,Akiba's Beat,"PS4, Vita",2017
1780,57,Stifled,"PC, PS4",2017
1781,57,Theseus,PSVR,2017
1782,57,Hover,"PS4, XB1, PC, Switch",2017
1783,57,Jump Stars,"PS4, XB1, PC",2017
1784,57,World Heroes Perfect - Switch Edition,Switch,2017
1785,57,Holobunnies: Pause Cafe,PC,2017
1786,57,One Dog Story,PC,2017
1787,57,Dick Wilde,"Oculus, Vive, PSVR",2017
1788,57,Super Ping Pong Trick Shot,Switch,2017
1789,57,Ghostory,PC,2017
1790,57,Fade to Silence,"PS4, XB1, PC",2017
1791,56,Moero Chronicle,PC,2017
1792,56,Sonic Forces,"Switch, PS4, XB1, PC",2017
1793,56,Valkyria Revolution,"PS4, XB1, Vita",2017
1794,56,Warbanners,PC,2017
1795,56,Black Mirror,"PS4, XB1, PC",2017
1796,56,Caveman Warriors,"PS4, XB1, PC",2017
1797,56,Formula Fusion,PC,2017
1798,56,Empyre: Lords of the Sea Gates,PC,2017
1799,56,Destiny 2: Curse of Osiris,"XB1, PS4, PC",2017
1800,55,Oure,"PS4, PC",2017
1801,55,1-2-Switch,Switch,2017
1802,55,Creeping Terror,"3DS, PC",2017
1803,55,Micro Machines World Series,"PS4, XB1, PC",2017
1804,55,Radial-G : Racing Revolved,"Oculus, Vive, PSVR",2017
1805,55,I Fell From Grace,PC,2017
1806,55,Stikbold! A Dodgeball Adventure Deluxe,Switch,2017
1807,55,Drawn To Death,PS4,2017
1808,54,Ben 10,"Switch, XB1, PC, PS4",2017
1809,54,Hiragana Pixel Party,Switch,2017
1810,54,Siegecraft Commander,"PS4, XB1, PC",2017
1811,54,SubaraCity,"3DS, Switch",2017
1812,53,Legna Tactica,3DS,2017
1813,53,Revenant Saga,"PS4, Wii-U, PC, Vita",2017
1814,53,Blitzkrieg 3,PC,2017
1815,53,ACORN Tactics,Switch,2017
1816,53,Plantera Deluxe,Switch,2017
1817,53,Sniper: Ghost Warrior 3,"PS4, XB1, PC",2017
1818,53,Astro Bears Party,Switch,2017
1819,53,Tekken 7: Ultimate Tekken Bowl,"PS4, XB1, PC",2017
1820,53,Car Mechanic Simulator,"PC, Switch",2017
1821,52,AereA,"PS4, XB1, PC",2017
1822,52,Roots of Insanity,PC,2017
1823,52,Shock Tactics,PC,2017
1824,52,Monopoly for Nintendo Switch,Switch,2017
1825,52,Double Dragon IV,"PS4, PC",2017
1826,52,Don't Knock Twice,"PS4, XB1, PC",2017
1827,51,Sylvio (Console Edition),"PS4, XB1",2017
1828,51,School Girl/Zombie Hunter,PS4,2017
1829,51,Legend of the Skyfish,PC,2017
1830,51,Hidden Dragon: Legend,PS4,2017
1831,50,Inner Chains,PC,2017
1832,50,Snow Moto Racing Freedom,"PS4, PC",2017
1833,50,Outbreak,PC,2017
1834,50,Panty Party,PC,2017
1835,50,Morphite,"PS4, XB1, PC",2017
1836,50,Mecho Tales,"PC, PS4, Vita",2017
1837,49,Doctor Kvorak’s Obliteration Game,"PC, Oculus, Vive",2017
1838,49,Pylon: Rogue,PC,2017
1839,49,SkyKeepers,"PS4, XB1, PC",2017
1840,49,Samurai Riot,PC,2017
1841,49,Tiny Troopers: Joint Ops XL,Switch,2017
1842,49,Husk,PC,2017
1843,48,Fear Effect Sedna,"PS4, XB1, PC, Switch",2017
1844,48,Unearthing Mars (VR),PSVR,2017
1845,48,No70: Eye of Basir,PC,2017
1846,48,Empathy: Path of Whispers,PC,2017
1847,48,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,PC,2017
1848,48,Dark Witch Music Episode: Rudymical,Switch,2017
1849,47,Inmates,PC,2017
1850,47,Spheroids,"PS4, Wii-U, Vita",2017
1851,47,Metropolis: Lux Obscura,"PS4, PC, Vita, Switch",2017
1852,47,Squareboy vs Bullies: Arena Edition,"Switch, Vita",2017
1853,46,Dead Alliance,"XB1, PC, PS4",2017
1854,46,Divide,PS4,2017
1855,45,Tokyo Tattoo Girls,"PC, Vita",2017
1856,45,Saban's Mighty Morphin Power Rangers: Mega Battle,"PS4, XB1",2017
1857,44,We Are Chicago,PC,2017
1858,43,Reservoir Dogs: Bloody Days,PC,2017
1859,43,Bokida – Heartfelt Reunion,PC,2017
1860,43,Bubsy: The Woolies Strike Back,"PC, PS4",2017
1861,43,Party Planet,Switch,2017
1862,43,Randall,"PS4, PC",2017
1863,43,One Eyed Kutkh,"PS4, XB1, PC, Vita, Switch",2017
1864,43,Blue Collar Astronaut,"PS4, XB1, Wii-U, PC, Vita",2017
1865,43,Oh...Sir! The Hollywood Roast,PC,2017
1866,43,Raid: World War II,"XB1, PC, PS4",2017
1867,43,Rugby 18,"PS4, XB1, PC",2017
1868,42,Sigi - A Fart for Melusina,PC,2017
1869,42,Hello Neighbor,"XB1, PC",2017
1870,42,DYING: Reborn,"PS4, Vita",2017
1871,41,Bouncy Bob,"PC, Switch",2017
1872,41,Vaccine,"PS4, XB1, Wii-U, PC",2017
1873,40,League of War: VR Arena,PSVR,2017
1874,40,Drive Girls,Vita,2017
1875,39,Eekeemoo - Splinters of the Dark Shard,"XB1, PC",2017
1876,39,Tom Clancy's Ghost Recon: Wildlands - Narco Road,"PS4, XB1, PC",2017
1877,38,Waking the Glares - Chapters I and II,PC,2017
1878,38,Woodle Tree Adventures Deluxe,Switch,2017
1879,37,36 Fragments of Midnight,"Switch, PC, Vita",2017
1880,36,Fall of Light,PC,2017
1881,36,WWE 2K18 - Nintendo Switch Edition,Switch,2017
1882,35,Touhou Kobuto V: Burst Battle,"Switch, PS4, Vita",2017
1883,35,Dead Rising 4: Frank Rising,"XB1, PC",2017
1884,34,Troll and I,"PS4, XB1, PC",2017
1885,33,R.B.I. Baseball 2017,"XB1, PS4, Switch",2017
1886,33,Raiders of the Broken Planet: Wardog Fury,"XB1, PC, PS4",2017
1887,31,Road Rage,"XB1, PC, PS4",2017
1888,31,DYING: Reborn (VR),PSVR,2017
1889,26,Hollow,"Switch, PC",2017
1890,19,Vroom in the Night Sky,Switch,2017
1891,15,Planet 2000,PS4,2017
1892,96,Red Dead Redemption 2,"PS4, XB1",2018
1893,95,God of War,PS4,2018
1894,92,Super Smash Bros. Ultimate,Switch,2018
1895,92,Shadow of the Colossus,PS4,2018
1896,92,Forza Horizon 4,"XB1, PC",2018
1897,92,NieR: Automata Become as Gods Edition,XB1,2018
1898,91,Celeste,"PS4, XB1, PC, Switch",2018
1899,91,Divinity: Original Sin 2 – Definitive Edition,"PS4, XB1, PC, Switch",2018
1900,90,Return of the Obra Dinn,PC,2018
1901,90,TowerFall,Switch,2018
1902,90,Mark of the Ninja: Remastered,"PS4, XB1, PC, Switch",2018
1903,89,Monster Hunter World,"PS4, XB1, PC",2018
1904,89,Tetris Effect,PS4,2018
1905,89,Astro Bot Rescue Mission,PSVR,2018
1906,89,Hyper Light Drifter – Special Edition,Switch,2018
1907,89,Bayonetta 1+2 - Switch Collection,Switch,2018
1908,89,Dead Cells,"PS4, XB1, PC, Switch",2018
1909,89,Sonic Mania Plus,"PS4, XB1, Switch",2018
1910,89,Pillars of Eternity II: Deadfire,PC,2018
1911,89,Injustice 2: Legendary Edition,"XB1, PS4",2018
1912,88,Into The Breach,PC,2018
1913,88,Dragon Quest XI: Echoes of an Elusive Age,"PS4, PC",2018
1914,88,Hollow Knight: Voidheart Edition,"PS4, XB1",2018
1915,88,Ikaruga,Switch,2018
1916,88,Marvel's Spider-Man,PS4,2018
1917,88,Just Shapes & Beats,"PC, Switch",2018
1918,87,Diablo III: Eternal Collection,Switch,2018
1919,87,Street Fighter V: Arcade Edition,"PC, PS4",2018
1920,87,Toki Tori - Switch Edition,Switch,2018
1921,87,Ni no Kuni 2: Revenant Kingdom,"PS4, PC",2018
1922,87,DJMAX RESPECT,PS4,2018
1923,87,American Truck Simulator - Oregon,PC,2018
1924,87,Euro Truck Simulator 2 - Beyond the Baltic Sea,PC,2018
1925,86,Guacamelee! 2,"PS4, PC",2018
1926,86,The Messenger,"PC, Switch",2018
1927,86,Jimmy and the Pulsating Mass,PC,2018
1928,86,Dynasty Warriors 8: Xtreme Legends Definitive Edition,"PC, Switch",2018
1929,86,Dragon Ball FighterZ,"PS4, XB1, PC",2018
1930,86,Unavowed,PC,2018
1931,86,Yakuza Kiwami 2,PS4,2018
1932,86,Monster Boy and the Cursed Kingdom,"PS4, XB1, Switch",2018
1933,86,CrossCode,PC,2018
1934,86,Total War: WARHAMMER II - Curse of the Vampire Coast,PC,2018
1935,86,Sid Meier's Civilization VI - Switch Edition,Switch,2018
1936,86,Frostpunk,PC,2018
1937,86,Subnautica,"XB1, PC, PS4",2018
1938,86,Moss,PSVR,2018
1939,85,GRIS,"PC, Switch",2018
1940,85,Final Fantasy XV: Windows Edition,PC,2018
1941,85,Total War: Warhammer 2 – Rise of the Tomb Kings,PC,2018
1942,85,Radiant Historia: Perfect Chronology,3DS,2018
1943,85,Football Manager 2019,PC,2018
1944,85,Two Point Hospital,PC,2018
1945,85,​Red Matter,Oculus,2018
1946,85,The Swords of Ditto: Mormo's Curse,"PS4, XB1, PC, Switch",2018
1947,85,Dark Souls Remastered,"Switch, PS4, XB1, PC",2018
1948,85,428: Shibuya Scramble,"PS4, PC",2018
1949,85,Assassin's Creed Origins: The Curse of the Pharaohs,"PS4, XB1, PC",2018
1950,84,Yakuza 6: The Song of Life,PS4,2018
1951,84,Iconoclasts,"PS4, PC, Vita",2018
1952,84,Assassin's Creed Odyssey,"PS4, XB1, PC",2018
1953,84,Thronebreaker: The Witcher Tales,"PS4, XB1, PC",2018
1954,84,Youropa,PC,2018
1955,84,Octopath Traveler,Switch,2018
1956,84,Knockout League,"Oculus, Vive, PSVR",2018
1957,84,Galactic Civilizations III: Intrigue,PC,2018
1958,84,The Elder Scrolls Online: Murkmire,"PS4, XB1, PC",2018
1959,84,Mega Man X Legacy Collection 1+2,"PS4, XB1, PC, Switch",2018
1960,84,The Banner Saga 3,PC,2018
1961,84,Batman: The Enemy Within - Episode 5,"PS4, XB1, PC",2018
1962,84,Aaero: Complete Edition,Switch,2018
1963,84,Wandersong,"PC, Switch",2018
1964,84,Valkyria Chronicles 4,"PS4, XB1, PC, Switch",2018
1965,84,Hitman: Definitive Edition,"PS4, XB1",2018
1966,84,Gwent,"PS4, XB1, PC",2018
1967,84,Call of Duty: Black Ops 4,"PS4, XB1, PC",2018
1968,84,SoulCalibur VI,"PS4, XB1, PC",2018
1969,84,Super One More Jump,Switch,2018
1970,83,Hitman 2,"PS4, XB1, PC",2018
1971,83,F1 2018,"PS4, XB1, PC",2018
1972,83,Shantae: Half-Genie Hero - Ultimate Edition,"PS4, XB1, PC",2018
1973,83,Warhammer: Vermintide 2,PC,2018
1974,83,Slime-San: Superslime Edition,"PS4, XB1",2018
1975,83,Dark Souls Remastered - Nintendo Switch Edition,Switch,2018
1976,83,Door Kickers: Action Squad,PC,2018
1977,83,Beholder 2,PC,2018
1978,83,Katamari Damacy Reroll,"PC, Switch",2018
1979,83,Yoku's Island Express,"PS4, XB1, PC, Switch",2018
1980,83,Sid Meier’s Civilization VI: Rise and Fall,PC,2018
1981,83,Lumines Remastered,"PS4, XB1, PC, Switch",2018
1982,83,Splatoon 2: Octo Expansion,Switch,2018
1983,83,Quarantine Circular,PC,2018
1984,83,Pig Eat Ball,PC,2018
1985,82,Super Mega Baseball 2,"PS4, XB1, PC",2018
1986,82,Far Cry 5,"PS4, XB1, PC",2018
1987,82,Shin Megami Tensei: Strange Journey Redux,3DS,2018
1988,82,Destiny 2: Forsaken,"PS4, XB1, PC",2018
1989,82,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,Switch,2018
1990,82,MLB 18: The Show,PS4,2018
1991,82,Overcooked 2,"PS4, XB1, PC, Switch",2018
1992,82,Full Metal Furies,"XB1, PC",2018
1993,82,Moonlighter,"PS4, XB1, PC, Switch",2018
1994,82,Unforeseen Incidents,PC,2018
1995,82,The Wizards,"Oculus, Vive",2018
1996,82,The Sims 4: Seasons,PC,2018
1997,82,Mega Man X Legacy Collection,"PS4, XB1, PC, Switch",2018
1998,82,ACA NEOGEO Magical Drop III,"XB1, Switch",2018
1999,82,Octahedron,"PS4, XB1, PC",2018
2000,82,SEGA AGES Phantasy Star,Switch,2018
2001,82,Mindball Play,"PC, Switch",2018
2002,82,Laser League,"PS4, XB1, PC",2018
2003,81,FIFA 19,"PS4, XB1, PC",2018
2004,81,The Forest,PC,2018
2005,81,Prey: Mooncrash,"PS4, XB1, PC",2018
2006,81,Spyro Reignited Trilogy,"PS4, XB1",2018
2007,81,RimWorld,PC,2018
2008,81,Pinball FX3: Jurassic World,"PS4, XB1, PC, Switch",2018
2009,81,Total War: ROME II - Rise of the Republic Campaign Pack,PC,2018
2010,81,Pinball FX3: Williams Pinball – Volume 1,"PS4, XB1, PC, Switch",2018
2011,81,Pillars of Eternity II: Deadfire - The Forgotten Sanctum,PC,2018
2012,81,Pokémon: Let's Go,Switch,2018
2013,81,Arena of Valor,Switch,2018
2014,81,Swords and Soldiers 2 Shawarmageddon,"PS4, PC",2018
2015,81,NBA 2K19,"PS4, XB1, PC",2018
2016,81,Xenoblade Chronicles 2: Torna - The Golden Country,Switch,2018
2017,81,Flat Heroes,"PC, Switch",2018
2018,81,Sairento VR,"Oculus, Vive, PSVR",2018
2019,81,Batman: The Enemy Within - The Complete Season,"PS4, XB1, PC",2018
2020,81,R-Type Dimensions EX,"PC, Switch",2018
2021,81,Ashen,"XB1, PC",2018
2022,81,Project Warlock,PC,2018
2023,81,Steredenn: Binary Stars,Switch,2018
2024,81,Mega Man 11,"PS4, XB1, PC, Switch",2018
2025,81,Destination Primus Vita – Episode 1,PC,2018
2026,81,Lethal League Blaze,PC,2018
2027,81,Sprint Vector,"Oculus, Vive, PSVR",2018
2028,81,Kingdom Two Crowns,"PS4, XB1, PC, Switch",2018
2029,81,Overcooked 2 - Surf 'n' Turf,"PS4, XB1, PC, Switch",2018
2030,81,Forza Horizon 4: Fortune Island,"XB1, PC",2018
2031,80,Dragon Blaze,Switch,2018
2032,80,Copy Kitty,PC,2018
2033,80,Unravel Two,"XB1, PC, PS4",2018
2034,80,The Red Strings Club,PC,2018
2035,80,"Warhammer 40,000: Mechanicus",PC,2018
2036,80,Minit,"PS4, XB1, PC",2018
2037,80,FAR: Lone Sails,PC,2018
2038,80,Bloodstained: Curse of the Moon,"PS4, PC, 3DS, Vita, Switch",2018
2039,80,CHUCHEL,PC,2018
2040,80,Wreckfest,PC,2018
2041,80,Street Fighter 30th Anniversary Collection,"PS4, XB1, PC, Switch",2018
2042,80,Octogeddon,PC,2018
2043,80,Membrane,Switch,2018
2044,80,Bombslinger,"XB1, PC, Switch",2018
2045,80,Don’t Starve - Nintendo Switch Edition,Switch,2018
2046,80,Gunheart,"Oculus, Vive",2018
2047,80,The Spiral Scouts,PC,2018
2048,80,La-Mulana 2,PC,2018
2049,80,Waking Violet,"PS4, PC, Vita, Switch",2018
2050,80,Russian Subway Dogs,"PS4, PC, Vita",2018
2051,80,The Gun Club VR,"Oculus, Vive",2018
2052,80,Wizards Tourney,PC,2018
2053,80,BATTLETECH Flashpoint,PC,2018
2054,80,This War of Mine - Complete Edition,Switch,2018
2055,80,Conduct TOGETHER!,Switch,2018
2056,80,NHL 19,"PS4, XB1",2018
2057,80,Shadow of the Tomb Raider,"PS4, XB1, PC",2018
2058,80,BattleTech,PC,2018
2059,80,Burnout Paradise Remastered,"XB1, PS4, PC",2018
2060,80,Forgotton Anne,"XB1, PC",2018
2061,80,Pixel Ripped 1989,"Oculus, Vive, PSVR",2018
2062,80,One Piece: Pirate Warriors 3 Deluxe Edition,Switch,2018
2063,80,Transpose,"Oculus, Vive, PSVR",2018
2064,80,Dragon’s Crown Pro,PS4,2018
2065,80,Layers of Fear: Legacy,Switch,2018
2066,80,PAC-MAN Championship Edition 2 Plus,Switch,2018
2067,80,Timespinner,"PS4, PC, Vita",2018
2068,80,TANGLEWOOD,PC,2018
2069,80,Star Control: Origins,PC,2018
2070,80,Pit People,"XB1, PC",2018
2071,80,Taiko no Tatsujin: Drum ‘n’ Fun!,Switch,2018
2072,79,Life is Strange 2 - Episode 1: Roads,"PS4, XB1, PC",2018
2073,79,A Way Out,"PS4, XB1, PC",2018
2074,79,Archangel: Hellfire,"Oculus, Vive",2018
2075,79,For Honor: Marching Fire,"PS4, XB1, PC",2018
2076,79,Madden NFL 19,"XB1, PC, PS4",2018
2077,79,Lamplight City,PC,2018
2078,79,Monster Hunter Generations Ultimate,Switch,2018
2079,79,Final Fantasy XV: Royal Edition,"XB1, PS4",2018
2080,79,Nintendo Labo Variety Kit,Switch,2018
2081,79,Northgard,PC,2018
2082,79,Horizon Chase Turbo,"PS4, PC",2018
2083,79,Scribblenauts Mega Pack,"PS4, Switch",2018
2084,79,Skies Of Fury DX,Switch,2018
2085,79,Atelier Arland series Deluxe Pack,"PS4, PC, Switch",2018
2086,79,Detroit: Become Human,PS4,2018
2087,79,Total War: Warhammer II – The Queen and the Crone,PC,2018
2088,79,Rifter,PC,2018
2089,79,Reigns: Kings and Queens,"PC, Switch",2018
2090,79,Insurgency: Sandstorm,PC,2018
2091,79,Yomawari: The Long Night Collection,Switch,2018
2092,79,Battlefield V,"XB1, PC, PS4",2018
2093,79,FRAMED Collection,"PC, Switch",2018
2094,79,"Guns, Gore and Cannoli 2",PC,2018
2095,79,The Walking Dead: The Final Season - Episode 1,"PS4, XB1, PC, Switch",2018
2096,79,The Jackbox Party Pack 5,"PS4, XB1, PC, Switch",2018
2097,79,Candleman: The Complete Journey,PC,2018
2098,79,Onrush,"XB1, PS4",2018
2099,79,The Gardens Between,"PS4, PC, Switch",2018
2100,79,MapleStory 2,PC,2018
2101,78,Friday the 13th: Killer Puzzle,PC,2018
2102,78,Solo,PC,2018
2103,78,Brass Tactics,Oculus,2018
2104,78,Kerbal Space Program - Making History,PC,2018
2105,78,A Case of Distrust,PC,2018
2106,78,Tangledeep,PC,2018
2107,78,Remnants of Naezith,PC,2018
2108,78,0°N 0°W,PC,2018
2109,78,KORG Gadget,Switch,2018
2110,78,Shift Quantum,"PC, Switch",2018
2111,78,Impulsion,PC,2018
2112,78,Retimed,"PC, Switch",2018
2113,78,Creed: Rise to Glory,"PS4, PC",2018
2114,78,Pinball FX3: Williams Pinball - Volume 2,"PS4, XB1, PC, Switch",2018
2115,78,PAWARUMI,"XB1, PC, Switch",2018
2116,78,Firewall: Zero Hour,PSVR,2018
2117,78,Pro Evolution Soccer 2019,"PS4, XB1, PC",2018
2118,78,UNDER NIGHT IN-BIRTH Exe:Late[st],"PS4, Vita, PC",2018
2119,78,The Awesome Adventures of Captain Spirit,"PS4, XB1, PC",2018
2120,78,11-11: Memories Retold,"PS4, XB1, PC",2018
2121,78,Disgaea 1 Complete,"PS4, Switch",2018
2122,78,The Persistence,PSVR,2018
2123,78,Hyrule Warriors: Definitive Edition,Switch,2018
2124,78,Dig or Die,PC,2018
2125,78,Sagebrush,"PS4, XB1, PC, Switch",2018
2126,78,Football Manager 2019 Touch,"PC, Switch",2018
2127,78,Flipping Death,"Switch, PS4",2018
2128,78,Aragami: Shadow Edition,"PS4, XB1, PC",2018
2129,78,Nantucket,PC,2018
2130,78,Deru: The Art of Cooperation,"PC, Switch",2018
2131,78,WarioWare Gold,3DS,2018
2132,78,Little Nightmares: Complete Edition,"XB1, Switch, PS4, PC",2018
2133,78,Sushi Striker: The Way of Sushido,"3DS, Switch",2018
2134,78,Life is Strange: Before the Storm - Bonus Episode: Farewell,PC,2018
2135,78,The Walking Dead: The Final Season,"PS4, XB1, Switch, PC",2018
2136,78,EA Sports UFC 3,"XB1, PS4",2018
2137,78,OkunoKA,Switch,2018
2138,78,Dead In Vinland,PC,2018
2139,78,Mutant Year Zero: Road to Eden,"PS4, XB1, PC",2018
2140,78,Don't Starve MEGA PACK,"XB1, PC, PS4",2018
2141,78,Cultist Simulator,PC,2018
2142,78,Book of Demons,PC,2018
2143,78,Horizon Shift '81,Switch,2018
2144,77,Rogue Aces,"PS4, Vita, Switch",2018
2145,77,Psychedelica of the Black Butterfly,Vita,2018
2146,77,Don't Die Mr Robot! DX,Switch,2018
2147,77,Bomb Chicken,Switch,2018
2148,77,Ys: Memories of Celceta (PC Edition),PC,2018
2149,77,Scintillatron 4096,"PS4, Vita",2018
2150,77,Musynx,"PS4, Vita, Switch",2018
2151,77,Pode,Switch,2018
2152,77,Flashback,Switch,2018
2153,77,World of Warcraft: Battle for Azeroth,PC,2018
2154,77,Wizard of Legend,"PS4, XB1, PC, Switch",2018
2155,77,Ken Follet's The Pillars of the Earth,"PS4, XB1, PC",2018
2156,77,Assetto Corsa: Ultimate Edition,"PS4, XB1",2018
2157,77,Super Chariot,Switch,2018
2158,77,Carly and the Reaperman - Escape from the Underworld,"Oculus, Vive",2018
2159,77,Seeking Dawn,"Oculus, Vive",2018
2160,77,My Brother Rabbit,"PS4, XB1, PC, Switch",2018
2161,77,The Missing: J.J. Macfield And The Island Of Memories,"PS4, XB1, PC, Switch",2018
2162,77,Wolfenstein 2: The New Colossus - Nintendo Switch Edition,Switch,2018
2163,77,Everspace: Stellar Edition,"PS4, Switch",2018
2164,77,Overload,"Oculus, Vive",2018
